objectid,title,creator,date,description,collection,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,extra
em_096,Inductor,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_096,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_096.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_096_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_096_th.jpg,,,
em_097,Electrostatic Planetary System and Electric Whirl,,,,Electricity_and_Magnetism,,,,,,em_097,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_097.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_097_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_097_th.jpg,,,
em_098,Electrostatic Electric Wheel,,,,Electricity_and_Magnetism,,,,,,em_098,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_098.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_098_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_098_th.jpg,,,
em_099,Leyden Jar,,,,Electricity_and_Magnetism,,,,,,em_099,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_099.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_099_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_099_th.jpg,,,
em_100,Leyden Jar,,,This jar can be disassembled and the inner liner can be removed.,Electricity_and_Magnetism,,Storage Location F2b,,,,em_100,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_100.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_100_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_100_th.jpg,,,
em_101,Electric Mortar,,,,Electricity_and_Magnetism,,,,,,em_101,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_101.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_101_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_101_th.jpg,,,
em_102,Electric Torch,,,,Electricity_and_Magnetism,,,,,,em_102,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_102.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_102_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_102_th.jpg,,,
em_103,Galvanometer,"C.P. Goerz, Wien
Model Multi-Goerz R",,A galvanometer is a device for  detecting  electric current. The galvanometer pointer deflection is from electric current passing through a coil immersed in a magnetic field.,Electricity_and_Magnetism,Galvanometers,Storage Location H2b,,,,em_103,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_103.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_103_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_103_th.jpg,,,
em_105,Capacitor,Sprague Electric Co.,,5kV 0.25 mfd,Electricity_and_Magnetism,,,,,,em_105,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_105.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_105_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_105_th.jpg,,,
em_107,Magnetometer,,,,Electricity_and_Magnetism,,Storage Location H3a,,,,em_107,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_107.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_107_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_107_th.jpg,,,
em_124,DC Voltmeter,Whitney Electrical Instrument Co.,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_124,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_124.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_124_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_124_th.jpg,,,
em_125,AC Vacuum Tube Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_125,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_125.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_125_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_125_th.jpg,,,
em_126,Multimeter,Radio City Products Co.,,Model 446,Electricity_and_Magnetism,,Storage Location H6a,,,,em_126,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_126.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_126_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_126_th.jpg,,,
em_127,Ammeter Shunt,,,,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_127,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_127.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_127_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_127_th.jpg,,,
em_128,Voltage Reducer,,,,Electricity_and_Magnetism,,Storage Location H6a,,,,em_128,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_128.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_128_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_128_th.jpg,,,
em_130,VoltOhm Meter,Radio Corporation of America,,"Senior Voltohmst
Model WV-98C",Electricity_and_Magnetism,,Storage Location H6a,,,,em_130,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_130.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_130_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_130_th.jpg,,,
em_131,Voltohm Meter,Radio Corporation of America,,Model WV-77E,Electricity_and_Magnetism,,Storage Location H6a,,,,em_131,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_131.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_131_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_131_th.jpg,,,
em_132,AC Voltmeter,The Heath Co.,,0-10 Volts AC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_132,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_132.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_132_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_132_th.jpg,,,
em_135,DC Voltmeter,Yokogawa Electric Works,,0-150 Volts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_135,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_135.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_135_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_135_th.jpg,,,
em_137,AC/DC Voltmeter,Westinghouse Electric Corp.,1905,"0-150 Volts AC or DC
Style No. 35115",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_137,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_137.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_137_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_137_th.jpg,,,
em_138,Millivoltmeter,Whitney Electrical Instrument Co.,,0-1500 MilliVolts DC,Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_138,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_138.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_138_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_138_th.jpg,,,
em_139,MilliVoltmeter,Weston Electric Instrument Co.,1931,"0-50 MIlliVolts
Model 45",Electricity_and_Magnetism,Analog_Meters,Storage Location H2b,,,,em_139,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_139.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_139_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_139_th.jpg,,,
em_140,Vacuum Tube Multimeter,The Heath Co.,,"VTVM
Model IM-11",Electricity_and_Magnetism,,Storage Location H6a,,,,em_140,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_140.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_140_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_140_th.jpg,,,
em_141,AC Voltmeter,General Radio Co.,,"0-2 Volts AC
Type 483-A",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_141,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_141.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_141_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_141_th.jpg,,,
em_142,AC Voltmeter,General Radio Co.,,"0-3 Volts AC
Type 486",Electricity_and_Magnetism,Analog_Meters,Storage Location H6a,,,,em_142,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_142.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_142_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_142_th.jpg,,,
em_143,Watt-Hour Meter,Fort Wayne Electric Works,,Type K,Electricity_and_Magnetism,,Storage Location H6a,,,,em_143,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_143.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_143_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_143_th.jpg,,,
em_144,Wavemeter,General Radio Co.,,Type 174 B,Electricity_and_Magnetism,,,,,,em_144,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_144.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_144_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_144_th.jpg,,,
em_151,Earth Inductor,,,,Electricity_and_Magnetism,,Storage Location H2b,,,,em_151,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_151.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_151_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_151_th.jpg,,,
em_153,Crystal Radio,,,,Electricity_and_Magnetism,,Storage Location H2a,,,,em_153,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_153.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_153_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_153_th.jpg,,,
em_154,LRC Circuit,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_154,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_154.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_154_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_154_th.jpg,,,
em_157,Induction Coil,,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_157,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_157.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_157_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_157_th.jpg,,,
em_159,Wheatstone Bridge,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_159,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_159.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_159_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_159_th.jpg,,,
em_160,Slide-Wire Resistance Box,Technology Instrument Corporation,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_160,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_160.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_160_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_160_th.jpg,,,
em_161,Decade Resistance Box,The Muter Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_161,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_161.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_161_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_161_th.jpg,,,
em_162,Decade Resistance Box,Winslow Engineering Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_162,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_162.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_162_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_162_th.jpg,,,
em_164,Decade Resistance Box,Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location H1a,,,,em_164,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_164.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_164_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_164_th.jpg,,,
em_165,"Connector Block
From Professor Bill Oelke",,,,Electricity_and_Magnetism,,Storage Location H3b,,,,em_165,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_165.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_165_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_165_th.jpg,,,
em_166,Decade Resistance Box,General Radio Co.,,Type 102-J,Electricity_and_Magnetism,,Storage Location B3b,,,,em_166,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_166.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_166_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_166_th.jpg,,,
em_167,Resistance Box,Central Scientific Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_167,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_167.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_167_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_167_th.jpg,,,
em_168,"Resistance box, #8493",Leeds and Northrup Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_168,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_168.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_168_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_168_th.jpg,,,
em_169,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_169,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_169.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_169_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_169_th.jpg,,,
em_170,Resistance Box,James W. Queen & Co.,,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_170,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_170.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_170_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_170_th.jpg,,,
em_171,Wheatstone Bridge,Leeds and Northrup Co.,,Cat. No. 4725,Electricity_and_Magnetism,Bridges,Storage Location B3a,,,,em_171,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_171.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_171_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_171_th.jpg,,,
em_172,Resistance Box,James W. Queen & Co.,1895,,Electricity_and_Magnetism,,,,,,em_172,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_172.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_172_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_172_th.jpg,,,
em_173,Resistance Box,"Edelmann & Sons, Munchen",,,Electricity_and_Magnetism,,Storage Location B3b,,,,em_173,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_173.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_173_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_173_th.jpg,,,
em_174,Resistance Box,General Radio Co.,,General Radio Two Dial Resistance Box #433,Electricity_and_Magnetism,,Storage Location B3b,,,,em_174,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_174.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_174_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_174_th.jpg,,,
em_175,Resistance Box,Otto Wolff,,Made in Berlin. 3694 Int Ohm richtig bei 20 degrees C Manganin. Side plate says U of W 47 A1062.,Electricity_and_Magnetism,,Storage Location B3b,,,,em_175,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_175.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_175_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_175_th.jpg,,,
em_176,Galvanometer,,,,Electricity_and_Magnetism,Galvanometers,In Storage Location H06b,,,,em_176,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_176.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_176_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_176_th.jpg,,,
em_177,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_177,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_177.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_177_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_177_th.jpg,,,
em_178,Electroscope,,,,Electricity_and_Magnetism,Electroscopes,,,,,em_178,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_178.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_178_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_178_th.jpg,,,
em_187,Unknown Bridge,,,,Electricity_and_Magnetism,Bridges,Display Case H1,,,,em_187,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_187.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_187_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_187_th.jpg,,,
em_190,Variable Air Condenser,General Radio Co.,,Type 246-L,Electricity_and_Magnetism,,Storage Location H1a,,,,em_190,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_190.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_190_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_190_th.jpg,,,
em_195,Oscillator rf with Two Tubes,,,,Electricity_and_Magnetism,,,,,,em_195,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_195.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_195_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_195_th.jpg,,,
em_200,Dumont Oscillograph,Allen B. DuMont Laboratories Inc.,,Type 304A,Electricity_and_Magnetism,Oscilloscopes,Dead Storage Room,,,,em_200,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_200.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_200_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_200_th.jpg,,,
em_201,Oscillograph,General Electric Co.,,Type PM12a6,Electricity_and_Magnetism,,,,,,em_201,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_201.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_201_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_201_th.jpg,,,
em_207,Variable Resistor,James G. Biddle Co.,,,Electricity_and_Magnetism,,Storage Location H4a,,,,em_207,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_207.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_207_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_207_th.jpg,,,
em_211,Variable Resistor,,,,Electricity_and_Magnetism,,Storage Location F2b,,,,em_211,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_211.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_211_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_211_th.jpg,,,
em_216,Potentiometer,Leeds and Northrup Co.,,,Electricity_and_Magnetism,Potentiometers,Storage Location H2b,,,,em_216,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_216.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_216_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_216_th.jpg,,,
em_219,Motor,,,,Electricity_and_Magnetism,,,,,,em_219,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_219.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_219_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_219_th.jpg,,,
em_220,Porter Electric Motor No. 7,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_220,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_220.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_220_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_220_th.jpg,,,
em_221,Electric Motor with Wound Armature,,,,Electricity_and_Magnetism,,Display Case G1a,,,,em_221,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_221.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_221_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_221_th.jpg,,,
em_226,Standard Solenoid,,,"Solenoid, constructed at Grinnell College",Electricity_and_Magnetism,,Dead Storage Room,,,,em_226,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_226.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_226_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_226_th.jpg,,,
em_229,Variable Inductor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_229,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_229.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_229_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_229_th.jpg,,,
em_230,Variable Air Condensor,General Radio Co.,,,Electricity_and_Magnetism,,Display Case B5,,,,em_230,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_230.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_230_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_230_th.jpg,,,
em_231,Receiver and Amplifier,Westinghouse Electric Corp.,,Type RA and Type DA,Electricity_and_Magnetism,,Storage Location H1a,,,,em_231,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_231.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_231_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_231_th.jpg,,,
em_232,Support Static Discharge Demos,,,,Electricity_and_Magnetism,,,,,,em_232,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_232.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_232_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_232_th.jpg,,,
em_233,Insulated Stand,,,,Electricity_and_Magnetism,,,,,,em_233,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_233.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_233_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_233_th.jpg,,,
em_234,AC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-150 Volts DC
Cat.No. 3064 G",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_234,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_234.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_234_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_234_th.jpg,,,
em_235,DC Voltmeter,W.M. Welch Scientific Co.,,"0-150 Volts
Cracked glass
Cat.No. 3057N",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_235,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_235.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_235_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_235_th.jpg,,,
em_236,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter  0-150 Volts DC
Cat. No. 3062 T",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_236,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_236.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_236_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_236_th.jpg,,,
em_237,DC Ammeter,W.M. Welch Scientific Co.,,"0 - 10 Amperes DC, 
Cat. No. 3057S",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_237,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_237.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_237_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_237_th.jpg,,,
em_238,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-7.5 Volts DC
Cat. No. 3057 K",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_238,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_238.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_238_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_238_th.jpg,,,
em_239,DC Voltmeter,W.M. Welch Scientific Co.,,"Analog Voltmeter 0-7.5 Volts DC
Catalog No. 3057K",Electricity_and_Magnetism,Analog_Meters,Storage Location B3b,,,,em_239,,,,,,,https://collectionbuilder.blob.core.windows.net/objs/physics_museum/em_239.jpg,https://collectionbuilder.blob.core.windows.net/smalls/physics_museum/em_239_sm.jpg,https://collectionbuilder.blob.core.windows.net/thumbs/physics_museum/em_239_th.jpg,,,
